x1,x2,y
0.5923215746879578,0.48292022943496704,1
0.2674511671066284,0.3798553943634033,1
0.023805320262908936,-0.14739274978637695,0
-0.006153762340545654,0.10264015197753906,0
0.48746657371520996,0.6379671692848206,1
0.4888039231300354,0.31881797313690186,1
0.5675505995750427,-0.29206204414367676,0
-0.016967296600341797,0.03934663534164429,0
0.07890844345092773,-0.06836086511611938,0
0.19687145948410034,0.4407665729522705,1
-0.2553660273551941,0.47535353899002075,0
0.6164992451667786,-0.2378496527671814,0
0.09587901830673218,0.0742599368095398,1
-0.20757901668548584,0.45038896799087524,0
0.34137582778930664,0.1816423535346985,1
-0.244828462600708,-0.17785286903381348,1
0.5315329432487488,0.18325483798980713,1
0.006161749362945557,0.19572335481643677,1
0.4750185012817383,-0.08620274066925049,0
-0.24958354234695435,0.1874139904975891,0
0.20695453882217407,0.15401053428649902,1
0.3161817193031311,0.5796398520469666,1
0.6248641610145569,0.03414571285247803,1
0.31249380111694336,-0.07011127471923828,0
0.08740371465682983,0.6899022459983826,1
-0.016690075397491455,0.5143718123435974,0
0.10848379135131836,0.6648491024971008,1
0.009222805500030518,-0.15033721923828125,0
0.29352718591690063,-0.11767053604125977,0
0.343151330947876,0.07111042737960815,1
0.3706190586090088,0.4309768080711365,1
0.10148018598556519,0.30480557680130005,1
-0.1626908779144287,0.3694900870323181,0
-0.20675384998321533,-0.004995763301849365,1
-0.24274063110351562,0.5241293907165527,0
0.2768975496292114,-0.2533861994743347,0
0.4553905129432678,0.28631800413131714,1
0.6321489810943604,-0.013604283332824707,0
-0.1269068717956543,0.4297636151313782,0
0.05906862020492554,0.26637136936187744,1
-0.22439664602279663,-0.24418771266937256,1
-0.09555619955062866,0.5468040704727173,0
0.2116876244544983,0.6012428998947144,1
-0.06468963623046875,-0.20107519626617432,1
-0.25991469621658325,0.6672675013542175,0
0.4149230718612671,0.30317991971969604,1
0.09572070837020874,0.4273625612258911,1
0.43351244926452637,0.6878371238708496,1
0.32729780673980713,0.26968085765838623,1
-0.09232449531555176,0.3373284339904785,0
0.5024999380111694,-0.11691021919250488,0
0.4639379382133484,0.038092613220214844,1
-0.11514335870742798,0.4993242025375366,0
0.3309060335159302,0.3380061984062195,1
0.3260299563407898,-0.10990166664123535,0
0.13914859294891357,0.05199497938156128,1
0.659966766834259,0.6903555393218994,2
-0.10699301958084106,0.6117212176322937,0
0.5686324834823608,0.1971341371536255,1
0.6434862017631531,0.3676835298538208,1
0.08349978923797607,0.11699551343917847,1
-0.1876314878463745,0.5338708162307739,0
0.23522448539733887,-0.26286548376083374,0
0.3952755928039551,0.31404000520706177,1
-0.06887781620025635,0.6347804069519043,0
0.4329492449760437,0.2573086619377136,1
0.5982541441917419,0.6113650798797607,1
0.3498261570930481,0.38944411277770996,1
0.6656542420387268,0.2736217975616455,1
0.29872018098831177,0.22470611333847046,1
0.09147578477859497,0.0021162033081054688,1
-0.00044411420822143555,0.6557140946388245,0
0.03477001190185547,0.6464271545410156,1
0.08087188005447388,-0.025395631790161133,0
-0.11067187786102295,0.5978677272796631,0
-0.20076680183410645,0.0500791072845459,0
0.17002218961715698,0.0648912787437439,1
0.6802635192871094,0.6206177473068237,2
0.07167524099349976,-0.01984626054763794,0
-0.04836404323577881,0.5444436073303223,0
-0.16435325145721436,0.6016889810562134,0
-0.06630373001098633,0.4239168167114258,0
0.11678290367126465,-0.16981607675552368,0
0.27170634269714355,0.4900214672088623,1
0.41158390045166016,0.585974931716919,1
0.40942877531051636,0.027939915657043457,1
0.23765939474105835,-0.2359418272972107,0
-0.12778794765472412,0.5726240277290344,0
-0.08944404125213623,0.39855051040649414,0
0.662908136844635,0.4747529625892639,1
0.2810143232345581,0.1262720823287964,1
0.23406600952148438,-0.04005563259124756,0
0.3182496428489685,0.5151405930519104,1
0.010099828243255615,0.5138555765151978,1
-0.11530625820159912,0.5494228601455688,0
0.6838055849075317,0.2502068877220154,1
0.5409956574440002,-0.24205869436264038,0
0.3163678050041199,0.4995604157447815,1
0.3370121717453003,0.4383247494697571,1
0.07562088966369629,0.3456369638442993,1
0.11531925201416016,0.3535385727882385,1
-0.06924664974212646,-0.24264967441558838,1
0.6864684820175171,-0.0570451021194458,0
-0.18994730710983276,-0.2986847758293152,1
-0.23944175243377686,-0.0036971569061279297,1
0.41894662380218506,0.47897088527679443,1
0.292843759059906,0.20661962032318115,1
0.14559036493301392,-0.22359907627105713,0
0.25042760372161865,0.6662116050720215,1
0.2770572900772095,-0.19180834293365479,0
0.5985767245292664,0.5717316269874573,1
-0.2483767867088318,0.07968777418136597,0
-0.06444764137268066,0.48351186513900757,0
0.4950835108757019,0.63405841588974,1
0.18913501501083374,0.6522149443626404,1
0.09607428312301636,0.48721593618392944,1
0.20172464847564697,0.36482691764831543,1
0.04989510774612427,-0.11141550540924072,0
0.04974478483200073,-0.03690308332443237,0
-0.03413456678390503,0.13090932369232178,0
-0.29237645864486694,-0.10221272706985474,1
0.5517042279243469,0.0331607460975647,1
0.03228640556335449,-0.18373799324035645,0
0.6079365015029907,0.31251853704452515,1
0.3726887106895447,-0.21298092603683472,0
0.34798353910446167,0.217667818069458,1
0.6031596064567566,0.04442232847213745,1
0.40065038204193115,-0.28217095136642456,0
0.5988582372665405,0.004028618335723877,1
0.5133059024810791,-0.24245315790176392,0
0.20559567213058472,0.5357961058616638,1
-0.013736903667449951,-0.20798546075820923,1
0.6869757175445557,0.37451666593551636,1
-0.2963467836380005,0.5270372033119202,0
0.01869678497314453,0.6286379098892212,1
0.3906010389328003,-0.14672428369522095,0
0.34884077310562134,0.6374875903129578,1
0.5738663077354431,-0.1753639578819275,0
0.4568055272102356,0.3235941529273987,1
-0.235867440700531,0.238783597946167,0
0.031538188457489014,-0.1298055648803711,0
0.4821149706840515,0.17187291383743286,1
0.39329326152801514,0.49953997135162354,1
0.5592637658119202,0.44432443380355835,1
0.22970175743103027,0.27702873945236206,1
0.061632752418518066,-0.2707741856575012,0
0.00982600450515747,0.08782392740249634,1
0.47955799102783203,0.2930496335029602,1
-0.16304218769073486,-0.09627640247344971,1
0.11947649717330933,0.5334694981575012,1
0.11014384031295776,0.6905931234359741,1
0.59433913230896,0.21530598402023315,1
0.2715144157409668,0.32443469762802124,1
0.3889111876487732,-0.27693015336990356,0
0.06769722700119019,0.39009010791778564,1
0.01742023229598999,0.0032964348793029785,1
-0.17803829908370972,0.4049288034439087,0
0.2579081654548645,0.5332486629486084,1
-0.057331740856170654,0.32718968391418457,0
-0.18381255865097046,0.2683337330818176,0
0.08735758066177368,-0.1843641996383667,0
0.39205682277679443,-0.264331579208374,0
0.10340750217437744,0.4508734941482544,1
0.08598631620407104,0.692603588104248,1
0.45471030473709106,0.3835737705230713,1
0.21840155124664307,0.6877343058586121,1
-0.2997649312019348,0.33100128173828125,0
0.16965973377227783,0.17881518602371216,1
0.29346585273742676,0.21609175205230713,1
-0.044156014919281006,0.24165457487106323,0
0.40872156620025635,0.3680923581123352,1
-0.24926131963729858,0.5794448852539062,0
0.18252032995224,0.17778164148330688,1
-0.01976752281188965,0.5557706356048584,0
0.2035660743713379,0.43962013721466064,1
0.3761477470397949,-0.13857746124267578,0
0.027693569660186768,-0.22684121131896973,0
0.20689517259597778,-0.09281051158905029,0
0.684393048286438,-0.29787033796310425,0
0.1923891305923462,0.5150884389877319,1
0.13587236404418945,-0.09401470422744751,0
-0.17655706405639648,-0.032425642013549805,1
-0.2209949493408203,0.3577495813369751,0
0.4861188530921936,0.01535344123840332,1
0.08073312044143677,0.6342439651489258,1
-0.030489325523376465,0.32420778274536133,0
0.10149753093719482,0.06260120868682861,1
0.26094043254852295,0.565615177154541,1
-0.01577693223953247,-0.08455628156661987,1
-0.02226543426513672,0.3585625886917114,0
0.6079090237617493,0.42058223485946655,1
-0.06499284505844116,0.26157236099243164,0
0.11643850803375244,0.5090175867080688,1
0.0006731152534484863,-0.13143914937973022,0
0.14337050914764404,0.16435116529464722,1
0.4117884039878845,-0.038005292415618896,0
0.36932969093322754,-0.0635380744934082,0
0.14353424310684204,-0.13542401790618896,0
0.11011499166488647,0.439544677734375,1
0.697455883026123,0.22294330596923828,1
-0.20563483238220215,-0.0038045644760131836,1
-0.02518528699874878,-0.14230871200561523,1
0.1547924280166626,-0.24886250495910645,0
0.4147595763206482,0.13952410221099854,1
0.19387155771255493,0.5616692304611206,1
0.5479761958122253,0.4822169542312622,1
-0.1250208020210266,-0.21273112297058105,1
0.3372553586959839,0.6174867749214172,1
0.6393046975135803,-0.2748265266418457,0
0.1928982138633728,0.3517870306968689,1
0.43620049953460693,-0.05439847707748413,0
0.12496143579483032,0.5824747681617737,1
0.5485914349555969,-0.003244459629058838,0
0.19173979759216309,-0.21663761138916016,0
0.1895923614501953,0.5314149856567383,1
-0.1943594217300415,0.132493793964386,0
0.3131420612335205,0.0201912522315979,1
0.3738303780555725,-0.0675426721572876,0
-0.11171633005142212,0.4782314896583557,0
0.3544362187385559,0.34879666566848755,1
0.555677056312561,0.18007105588912964,1
0.22111082077026367,-0.0009903907775878906,0
-0.0928581953048706,0.5741713643074036,0
-0.011484384536743164,0.5122145414352417,0
-0.2572759985923767,0.4698602557182312,0
-0.18470722436904907,0.2703050971031189,0
0.3494381308555603,-0.21114349365234375,0
-0.2658846974372864,-0.18072998523712158,1
0.3189009428024292,0.522754967212677,1
0.08988994359970093,0.1894536018371582,1
0.6196576356887817,0.3359442949295044,1
0.5523017644882202,0.36837834119796753,1
0.3718075752258301,-0.1745637059211731,0
0.10362446308135986,0.20266586542129517,1
0.20091217756271362,0.20029306411743164,1
0.6844776272773743,-0.0435636043548584,0
0.3435562252998352,0.39033931493759155,1
0.36444926261901855,0.5314910411834717,1
0.40306001901626587,-0.04015308618545532,0
-0.04637390375137329,0.5206364989280701,0
0.20592480897903442,0.41021400690078735,1
0.39956003427505493,-0.2953706383705139,0
-0.08381533622741699,0.4015485644340515,0
0.5044074654579163,0.2911030650138855,1
-0.20034313201904297,0.5922016501426697,0
0.10404467582702637,0.34814804792404175,1
0.182317852973938,0.10948240756988525,1
0.5380668640136719,0.25298017263412476,1
0.6287171244621277,0.2478511929512024,1
-0.23702919483184814,-0.2642761468887329,1
0.6907535791397095,0.4502555727958679,1
0.5395104289054871,0.4356510043144226,1
0.4566318988800049,0.6139416694641113,1
0.029178142547607422,0.10785031318664551,1
0.6049295663833618,-0.15531253814697266,0
-0.1763230562210083,-0.0004124641418457031,1
-0.002940058708190918,0.532681941986084,0
0.12984347343444824,0.42065393924713135,1
0.023788630962371826,0.10079890489578247,1
0.18456488847732544,0.22914260625839233,1
0.05773192644119263,-0.13355934619903564,0
0.4454827904701233,-0.27629464864730835,0
-0.2911297082901001,-0.2256842851638794,1
0.39520108699798584,0.1298719048500061,1
0.4999997019767761,0.33694517612457275,1
0.3415200114250183,0.4425485134124756,1
0.559144914150238,-0.1550953984260559,0
-0.0024461746215820312,0.560871422290802,0
-0.11878770589828491,0.22233545780181885,0
0.1351986527442932,-0.07575082778930664,0
0.3499515652656555,-0.21857625246047974,0
0.14715075492858887,0.19022774696350098,1
0.34126216173171997,0.020545601844787598,1
-0.16888666152954102,0.6393446922302246,0
0.07837808132171631,0.39705079793930054,1
0.44071298837661743,-0.06045734882354736,0
0.5323331952095032,0.4554290771484375,1
0.5621236562728882,0.18667566776275635,1
0.048901259899139404,-0.15683603286743164,0
0.3339214324951172,0.4162563681602478,1
0.1713496446609497,0.42573821544647217,1
-0.10164541006088257,0.28831857442855835,0
0.07447618246078491,0.2617362141609192,1
0.007510364055633545,-0.2393551468849182,0
0.6062677502632141,0.11214268207550049,1
0.17860591411590576,0.5232321619987488,1
0.004472911357879639,0.3079419732093811,1
0.6889553666114807,0.06979525089263916,1
-0.1425798535346985,0.4959315061569214,0
0.578907310962677,0.4861191511154175,1
0.49530208110809326,-0.0407680869102478,0
0.2051137089729309,-0.287689745426178,0
