x,y
0.0346630215644836,1
0.4139057397842407,1
-0.1076520085334777,0
0.306459367275238,1
-0.392099380493164,0
-0.0930367708206176,0
-0.0032175779342651,0
-0.0440075993537902,0
-0.4870458245277405,0
-0.0410606861114501,0
0.1409568190574646,1
-0.1358054280281067,0
-0.0155656337738037,0
-0.1809186339378357,0
0.307211697101593,1
0.3210776448249817,1
0.3515875935554504,1
-0.1214896440505981,0
0.4380930066108703,1
-0.2554807066917419,0
0.0227095484733581,1
0.356606662273407,1
-0.1871286034584045,0
0.4062831401824951,1
0.4341505765914917,1
0.3531489968299866,1
0.2512556314468384,1
0.241610586643219,1
0.3152328133583069,1
-0.4743881821632385,0
0.0783025026321411,1
0.1719676852226257,1
-0.452972412109375,0
-0.2450326681137085,0
-0.4993180632591247,0
-0.1338993906974792,0
0.3231633901596069,1
-0.3976479768753052,0
0.1884656548500061,1
0.2484450936317443,1
0.3220142722129822,1
-0.415255069732666,0
-0.4130841493606567,0
0.0960502624511718,1
-0.3726500272750854,0
-0.3967276811599731,0
-0.1016310453414917,0
-0.3284904360771179,0
0.1603558659553527,1
-0.2356324195861816,0
0.162872314453125,1
0.1276549696922302,1
0.166493535041809,1
0.1566181778907776,1
-0.1161755919456482,0
0.0093568563461303,1
-0.0974639654159545,0
0.3342206478118896,1
-0.2765875458717346,0
0.4125175476074219,1
0.2400738596916198,1
0.2743855118751526,1
0.0637248754501342,1
0.2567498683929443,1
0.2104281783103943,1
0.3313537240028381,1
0.0820770263671875,1
-0.4166234135627746,0
0.2275139689445495,1
0.0796037912368774,1
-0.2541157603263855,0
-0.3460991978645324,0
0.1825058460235595,1
-0.37398362159729,0
0.000774323940277,1
-0.2352329492568969,0
0.1458334922790527,1
-0.0578426122665405,0
0.3755871653556824,1
-0.2506788372993469,0
0.2307115793228149,1
0.4003052115440368,1
-0.2583838105201721,0
0.4696081876754761,1
0.2973416447639465,1
-0.0749262571334838,0
-0.1738109588623047,0
0.1815984845161438,1
-0.2846129536628723,0
0.3962778449058532,1
0.426371157169342,1
0.218476116657257,1
0.4764957427978515,1
-0.1289939284324646,0
0.2697095274925232,1
-0.296574056148529,0
-0.2755259871482849,0
0.1685124635696411,1
-0.0279329419136047,0
-0.3123539686203003,0
-0.0940973758697509,0
-0.2319405078887939,0
-0.1157945394515991,0
-0.3928970098495483,0
0.393145203590393,1
0.4405047297477722,1
0.175588309764862,1
-0.0885064005851745,0
-0.296875,0
-0.1413691639900207,0
0.4085077047348022,1
-0.0475155115127563,0
0.3185546994209289,1
-0.052420437335968,0
0.1310960054397583,1
0.0500785708427429,1
-0.191715657711029,0
-0.0722603797912597,0
0.0669170022010803,1
0.3860109448432922,1
-0.4961784482002258,0
0.4033577442169189,1
0.0968669056892395,1
0.4307345151901245,1
0.1824639439582824,1
0.445000946521759,1
0.4203572273254394,1
0.0928766131401062,1
-0.0763679146766662,0
-0.4044088125228882,0
0.0571663975715637,1
0.2787994742393493,1
0.0431362986564636,1
-0.4224770665168762,0
0.3638793230056762,1
-0.3609281182289123,0
0.2238950729370117,1
-0.2154064774513244,0
0.2201536893844604,1
-0.312455415725708,0
-0.2583836913108825,0
-0.3224751949310303,0
0.0466070771217346,1
0.0372078418731689,1
0.4741416573524475,1
-0.2498151063919067,0
-0.4795090556144714,0
0.3767067790031433,1
-0.1917634010314941,0
-0.0995889902114868,0
-0.27475106716156,0
0.3871407508850097,1
0.3600300550460815,1
0.2719018459320068,1
-0.107241690158844,0
-0.0047265887260437,0
0.1258804202079773,1
0.4043121337890625,1
0.2214051485061645,1
0.1047430038452148,1
0.3067256808280945,1
0.345005989074707,1
0.153372049331665,1
0.0835508704185485,1
0.4543975591659546,1
0.0753851532936096,1
-0.207327127456665,0
-0.3898077011108398,0
0.0048222541809082,1
-0.4974574446678161,0
-0.0287296772003173,0
0.4528183937072754,1
-0.4369919896125793,0
-0.1615628600120544,0
0.031026005744934,1
-0.2003440260887146,0
0.2569628953933716,1
0.1663836240768432,1
0.2236729860305786,1
-0.4485645294189453,0
0.4443653225898742,1
0.2247706055641174,1
0.1124969124794006,1
0.2995714545249939,1
0.4036405682563782,1
-0.2111982703208923,0
0.3820508122444153,1
0.2641301155090332,1
0.1462010145187378,1
0.0483726263046264,1
-0.3790783882141113,0
-0.2064434289932251,0
0.2125935554504394,1
0.102110207080841,1
0.1213863492012023,1
0.1007293462753295,1
-0.3245307207107544,0
0.2171627879142761,1
-0.1797308921813964,0
0.0057417750358581,1
0.3839597702026367,1
0.1433665752410888,1
-0.4087945818901062,0
0.1956297159194946,1
-0.1514127850532531,0
0.2158428430557251,1
0.2601552009582519,1
-0.3464649319648742,0
0.1378901004791259,1
-0.2442788481712341,0
-0.4284005165100097,0
0.1461118459701538,1
0.1145214438438415,1
-0.2164105176925659,0
0.1257843971252441,1
-0.2699428200721741,0
-0.0410799980163574,0
-0.4961859583854675,0
0.3991169333457947,1
-0.1729874014854431,0
0.4215294122695923,1
0.1449220180511474,1
